time_s,Tw_true,Tw_pred_rollout
5040.0,22.618707038107235,22.82048959234543
5100.0,22.614147131322937,22.81815094454352
5160.0,22.609603256166277,22.81581602484865
5220.0,22.605075899756173,22.813485078817447
5280.0,22.600565545433867,22.8111583502106
5340.0,22.596072672778973,22.808836080991153
5400.0,22.59159775762536,22.80651851132304
5460.0,22.58714127207678,22.804205879569892
5520.0,22.58270368452228,22.801898422294062
5580.0,22.578285459651344,22.799596374255916
5640.0,22.573887058468884,22.797299968413345
5700.0,22.569508938309887,22.79500943592151
5760.0,22.565151552853905,22.79272500613281
5820.0,22.56081535213925,22.790446906597058
5880.0,22.556500782576997,22.788175363061892
5940.0,22.552208286964635,22.785910599473375
6000.0,22.547938304499624,22.783652837976796
6060.0,22.54369127079254,22.781402298917673
6120.0,22.53946761788006,22.779159200842958
6180.0,22.535267774237656,22.776923760502402
6240.0,22.531092164792025,22.77469619285013
6300.0,22.52694121093326,22.772476711046355
6360.0,22.52281533052674,22.770265526459305
6420.0,22.51871493792477,22.768062848667277
6480.0,22.51464044397792,22.76586888546088
6540.0,22.51059225604609,22.7636838428454
6600.0,22.506570778009333,22.761507925043347
6660.0,22.50257641027832,22.759341334497126
6720.0,22.498609549804566,22.757184271871843
6780.0,22.494670590090365,22.75503693605826
6840.0,22.490759921198396,22.752899524175866
6900.0,22.48687792976104,22.750772231576068
6960.0,22.4830249989894,22.748655251845513
7020.0,22.479201508682,22.746548776809494
7080.0,22.47540783523317,22.744452996535497
7140.0,22.471644351641103,22.742368099336815
7200.0,22.467911427515563,22.740294271776282
7260.0,22.46420942908532,22.738231698670074
7320.0,22.46053871920517,22.736180563091605
7380.0,22.45689965736268,22.7341410463755
7440.0,22.453292599684477,22.732113328121628
7500.0,22.44971789894228,22.73009758619922
7560.0,22.4461759045585,22.72809399675102
7620.0,22.44266696261147,22.7261027341975
7680.0,22.43919141584027,22.724123971241124
7740.0,22.43574960364919,22.72215787887064
7800.0,22.43234186211173,22.72020462636542
7860.0,22.428968523974216,22.7182643812998
7920.0,22.42562991865896,22.716337309547463
7980.0,22.42232637226697,22.714423575285803
8040.0,22.419058207580196,22.712523341000324
8100.0,22.415825744063312,22.710636767489003
8160.0,22.41262929786498,22.708764013866652
8220.0,22.40946918181861,22.706905237569252
8280.0,22.40634570544258,22.70506059435826
8340.0,22.40325917493991,22.703230238324874
8400.0,22.400209893197378,22.701414321894227
8460.0,22.397198159783983,22.699612995829547
8520.0,22.39422427094885,22.697826409236228
8580.0,22.391288519618456,22.696054709565814
8640.0,22.388391195393133,22.69429804261989
8700.0,22.385532584542943,22.692556552553878
8760.0,22.38271297000275,22.69083038188067
8820.0,22.379932631366515,22.689119671474174
8880.0,22.377191844880784,22.68742456057268
8940.0,22.374490883437304,22.685745186782057
9000.0,22.37183001656472,22.684081686078773
9060.0,22.36920951041932,22.68243419281271
9120.0,22.366629627774756,22.680802839709767
9180.0,22.36409062801069,22.679187757874192
9240.0,22.36159276710029,22.67758907679068
9300.0,22.35913629759656,22.67600692432617
9360.0,22.356721468617263,22.674441426731313
9420.0,22.35434852582863,22.672892708641623
9480.0,22.352017711427475,22.67136089307823
9540.0,22.3497292641218,22.669846101448247
9600.0,22.34748341910971,22.668348453544684
9660.0,22.34528040805654,22.666868067545888
9720.0,22.34312045907001,22.665405060014454
9780.0,22.341003796673377,22.66395954589557
9840.0,22.338930641776223,22.662531638514743
9900.0,22.33690121164295,22.66112144957486
9960.0,22.33491571985853,22.659729089152492
10020.0,22.332974376291503,22.6583546656934
10080.0,22.331077387053792,22.65699828600717
10140.0,22.329224954457203,22.65566005526088
10200.0,22.3274172769662,22.654340076971707
10260.0,22.32565454914666,22.653038452998356
10320.0,22.323936961610165,22.651755283531255
10380.0,22.322264700953465,22.650490667081296
10440.0,22.32063794969249,22.649244700467044
10500.0,22.319056886190467,22.64801747880021
10560.0,22.317521684579376,22.646809095469223
10620.0,22.31603251467406,22.645619642120657
10680.0,22.314589541878107,22.644449208638296
10740.0,22.313192927080493,22.64329788311953
10800.0,22.31184282654186,22.64216575184877
10860.0,22.31053939176904,22.641052899267475
10920.0,22.3092827693763,22.639959407940417
10980.0,22.308073100931384,22.638885358517573
11040.0,22.30691052278421,22.63783082969112
11100.0,22.305795165875548,22.63679589814676
11160.0,22.30472715552253,22.63578063850859
11220.0,22.303706611177255,22.634785123276362
11280.0,22.30273364615368,22.633809422754087
11340.0,22.30182193779098,22.632853604968293
11400.0,22.300944438517195,22.63153981723328
11460.0,22.300126310749587,22.63062152365506
11520.0,22.2993445353033,22.629387709068297
11580.0,22.298620450795163,22.628511004414072
11640.0,22.2979347296911,22.627357371130604
11700.0,22.2973050851819,22.626522282939938
11760.0,22.29679863870784,22.62544906499601
11820.0,22.296263132236344,22.624655593874454
11880.0,22.29583809213374,22.62366257230877
11940.0,22.295397079845355,22.622910563479447
12000.0,22.29505385017181,22.621997904569284
12060.0,22.294707566451063,22.62128732042703
12120.0,22.29444646169333,22.620455077716112
12180.0,22.294194972499103,22.61978583149829
12240.0,22.294017013252407,22.619033908730007
12300.0,22.29387990014989,22.618323594234127
12360.0,22.293783625994188,22.61765280066877
12420.0,22.293730019289903,22.617021411608643
12480.0,22.29371536635772,22.616429196859933
12540.0,22.29373987450485,22.615876559378425
12600.0,22.293803749306893,22.615360188435336
12660.0,22.293907194584165,22.61488023905061
12720.0,22.294050413551396,22.61443686438204
12780.0,22.29423360421356,22.613967438009354
12840.0,22.294456969081384,22.613597771223226
12900.0,22.294720703227043,22.6131671169846
12960.0,22.29502500189115,22.612756598201084
13020.0,22.29537005855009,22.612365912059243
13080.0,22.29575606492797,22.611995161167123
13140.0,22.29618321099673,22.61164444485979
13200.0,22.296651684976275,22.61131386160356
13260.0,22.297161673334696,22.611003508982094
13320.0,22.29771336078839,22.610713483698973
13380.0,22.298306930302243,22.610443881580125
13440.0,22.29894256308977,22.61019479757628
13500.0,22.29962043861329,22.609966325765445
13560.0,22.300424882529924,22.60975855935538
13620.0,22.30127630328304,22.609571590686105
13680.0,22.302174862100767,22.60940542085525
13740.0,22.303120718295222,22.609260137738488
13800.0,22.304114029270117,22.609135826986464
13860.0,22.30515495052221,22.60903257346486
13920.0,22.30624363564298,22.608950461232354
13980.0,22.30738023632017,22.608889573543596
14040.0,22.30856490233942,22.60884999285176
14100.0,22.30979778158581,22.608831800811064
14160.0,22.311079020045497,22.60883507827934
14220.0,22.31240876180728,22.608859905320575
14280.0,22.313787149064197,22.608906361207435
14340.0,22.3152143221151,22.608974524423832
14400.0,22.316690419366275,22.609064472667466
14460.0,22.318215577333,22.60917628285235
14520.0,22.319789930641157,22.609310031111367
14580.0,22.32141361202881,22.6094657927988
14640.0,22.32308675234783,22.609643642492866
14700.0,22.324809480565467,22.609843653998254
14760.0,22.326581923765964,22.61006590034865
14820.0,22.32840420715217,22.610310453809262
14880.0,22.330276454047144,22.610577385879346
14940.0,22.332198785895788,22.61086676729472
15000.0,22.33417132226645,22.611178668030277
15060.0,22.336194180852573,22.6115131573025
15120.0,22.33826747747432,22.61187030357196
15180.0,22.34039132608021,22.612250174545807
15240.0,22.342565838748783,22.612652837180278
15300.0,22.344791125690268,22.613078357683175
15360.0,22.34706729524821,22.613526801516343
15420.0,22.349394453901184,22.613998233398146
15480.0,22.35177270626446,22.614492717305936
15540.0,22.354202155091706,22.61501031647851
15600.0,22.356682901276677,22.615551093418567
15660.0,22.359215043854945,22.616115109895148
15720.0,22.361798680005627,22.616702426946073
15780.0,22.3644339050531,22.617313104880374
15840.0,22.36712081246877,22.617947203280714
15900.0,22.36985949387281,22.6186047810058
15960.0,22.372650039035957,22.61928589619279
16020.0,22.375492535881264,22.619990606259673
16080.0,22.37838707048594,22.62071896790768
16140.0,22.38133372708312,22.62147103712364
16200.0,22.38433258806372,22.622246869182348
16260.0,22.38738373397824,22.623046518648934
16320.0,22.390487243538654,22.623870039381195
16380.0,22.393643193620274,22.624717484531946
16440.0,22.396851659263596,22.625588906551336
16500.0,22.400112713676226,22.626484357189167
16560.0,22.40342642823481,22.6274038874972
16620.0,22.40679287248693,22.628347547831446
16680.0,22.41021211415306,22.629315387854458
16740.0,22.413684219128555,22.630307456537594
16800.0,22.417209251485588,22.631323802163276
16860.0,22.42078727347517,22.63236447232725
16920.0,22.424418345529183,22.63342951394082
16980.0,22.42810252626237,22.634518973233057
17040.0,22.43183987247442,22.63563289575304
17100.0,22.435630439152018,22.636771326372045
17160.0,22.439474279470947,22.63793430928573
17220.0,22.44337144479818,22.639121888016316
17280.0,22.447321984694018,22.640334105414755
17340.0,22.451325946914224,22.641571003662882
17400.0,22.4553833774122,22.642832624275552
17460.0,22.45949432034115,22.644119008102773
17520.0,22.46365881805632,22.64543019533181
17580.0,22.467876911117187,22.64676622548929
17640.0,22.472148638289724,22.648127137443307
17700.0,22.476474036548662,22.64951296940547
17760.0,22.480853141079777,22.65092375893299
17820.0,22.4852859852822,22.652359542930707
17880.0,22.48977260077075,22.653820357653146
17940.0,22.494313017378275,22.655306238706522
18000.0,22.49890726315804,22.656817221050765
18060.0,22.50355536438612,22.658353339001508
18120.0,22.508257345563795,22.659914626232062
18180.0,22.513013229420032,22.6615011157754
18240.0,22.517823036913917,22.663112840026102
18300.0,22.522686787237134,22.66474983074229
18360.0,22.52760449781653,22.666412119047575
18420.0,22.532576184316557,22.668099735432946
18480.0,22.537601860641907,22.669812709758695
18540.0,22.54268153894005,22.67155107125629
18600.0,22.547815229603867,22.67331484853024
18660.0,22.553002941274222,22.675104069559968
18720.0,22.558244680842677,22.676918761701653
18780.0,22.563540453454102,22.67875895169006
18840.0,22.56889026250945,22.680624665640348
18900.0,22.574294109668397,22.682515929049885
18960.0,22.579751994852145,22.68443276680003
19020.0,22.585263916246173,22.68637520315792
19080.0,22.59082987030305,22.688343261778215
19140.0,22.596449851745223,22.69033696570486
19200.0,22.6021238535679,22.69235633737281
19260.0,22.60785186704189,22.69440139860976
19320.0,22.613633881716527,22.696472170637833
19380.0,22.61946988542257,22.6985686740753
19440.0,22.62535986427517,22.700690928938236
19500.0,22.63130380267681,22.702838954642196
19560.0,22.637301683320352,22.70501277000386
19620.0,22.643353487192005,22.707212393242685
19680.0,22.649459193574412,22.709437841982506
19740.0,22.65561878004973,22.711689133253174
19800.0,22.66183222250269,22.71396628349213
19860.0,22.66809949512377,22.716269308546003
19920.0,22.67442057041231,22.718598223672178
19980.0,22.680795419179727,22.720953043540348
20040.0,22.68722401055269,22.723333782234064
20100.0,22.693706311976367,22.72574045325226
20160.0,22.70024228921768,22.728173069510778
20220.0,22.706831906368578,22.73063164334386
20280.0,22.71347512584937,22.733116186505647
20340.0,22.720171908412045,22.735626710171665
20400.0,22.726922213143634,22.738163224940273
20460.0,22.73372599746961,22.740725740834126
20520.0,22.74058321715729,22.743314267301617
20580.0,22.7474938263193,22.745928813218292
20640.0,22.75445777741702,22.748569386888278
20700.0,22.761475021264097,22.751235996045676
20760.0,22.768545507029955,22.75392864785595
20820.0,22.77566918224336,22.75664734891731
20880.0,22.782845992795984,22.759392105262066
20940.0,22.79007588294601,22.76216292235799
21000.0,22.79735879532175,22.764959805109658
21060.0,22.804694670925336,22.767782757859763
21120.0,22.812083449136367,22.770631784390446
21180.0,22.819525067715634,22.77350688792459
21240.0,22.82701946280886,22.776408071127126
21300.0,22.83456656895045,22.779335336106293
21360.0,22.842166319067296,22.78228868441493
21420.0,22.849818644482585,22.785268117051714
21480.0,22.857523474919635,22.78827363446242
21540.0,22.865280738505792,22.79130523654115
21600.0,22.8730903617763,22.79436292263155
21660.0,22.8827724939988,22.79744669152804
21720.0,22.894314671580663,22.802309344239937
21780.0,22.90770423379579,22.808951373119164
21840.0,22.9229286185884,22.817367335288363
21900.0,22.93997531580662,22.827552702815197
21960.0,22.95883187439464,22.83950274508934
22020.0,22.979485901378467,22.853212702663022
22080.0,23.00192506208534,22.868677757771326
22140.0,23.02613708021322,22.88589303580715
22200.0,23.05210973794651,22.904853602185742
22260.0,23.07983087609202,22.92555445980876
22320.0,23.10928839423908,22.947990546388752
22380.0,23.140470250943583,22.972156731731115
22440.0,23.173364463936323,22.998047814958394
22500.0,23.207959110355407,23.02565852167667
22560.0,23.244242327002784,23.054983501082713
22620.0,23.282202310624356,23.08601732301124
22680.0,23.321827318213145,23.1187544749224
22740.0,23.363105667334708,23.15318935883027
22800.0,23.4060257364736,23.189316288174087
22860.0,23.45057596539957,23.2271294846348
22920.0,23.496744855551725,23.26662307490065
22980.0,23.54447633808643,23.307791087386533
23040.0,23.593846578988,23.350627448913322
23100.0,23.64484463988295,23.395126029428198
23160.0,23.69745960812515,23.441280496859818
23220.0,23.75155419778281,23.489084405855
23280.0,23.80719665326387,23.538116736602365
23340.0,23.86438803451206,23.589187757681085
23400.0,23.923099712784065,23.641156592563057
23460.0,23.983328912088854,23.695458492027143
23520.0,24.045065241641765,23.751409534635734
23580.0,24.10829793991253,23.80897107402909
23640.0,24.17301628304447,23.868134028698297
23700.0,24.239209611767627,23.92889086811444
23760.0,24.3068673335736,23.991234032540227
23820.0,24.3759789230184,24.055155827837815
23880.0,24.44653392180417,24.12064841561796
23940.0,24.518521938764408,24.18770381060242
24000.0,24.59193264975503,24.25631387885557
24060.0,24.666755797442804,24.326470336406263
24120.0,24.742981190981688,24.39816474825088
24180.0,24.82059870556796,24.471388527769765
24240.0,24.89959828186555,24.546132936592755
24300.0,24.97997003658353,24.622389084948495
24360.0,25.061626623709717,24.700145632511376
24420.0,25.144564386220512,24.77937156938285
24480.0,25.22876434905093,24.860045454521238
24540.0,25.314209334996438,24.942149077227793
24600.0,25.400883396189663,25.02566527147071
24660.0,25.488771495346004,25.110577209802955
24720.0,25.57785931110183,25.196868141197687
24780.0,25.66813310810393,25.284521279248924
24840.0,25.759579643546925,25.37351975215921
24900.0,25.85218609556409,25.463846583237313
24960.0,25.945940005440672,25.55548468868057
25020.0,26.04082922901222,25.64841688604535
25080.0,26.13684189448051,25.74262590962852
25140.0,26.233966364964417,25.838094430338934
25200.0,26.33219120475538,25.93480507836131
25260.0,26.43150514864864,26.032740467339586
25320.0,26.53189707396972,26.13188321908309
25380.0,26.63335597506702,26.232215987998323
25440.0,26.73587094012948,26.333721484607903
25500.0,26.839431130235184,26.436382497654193
25560.0,26.94402576055653,26.540181914406606
25620.0,27.049644083650467,26.645102738901798
25680.0,27.156275374755168,26.751128107945764
25740.0,27.263908919002876,26.858241304795378
25800.0,27.372534000445174,26.96642577051369
25860.0,27.48213989277506,27.07566511305735
25920.0,27.59271585162008,27.185943114205863
25980.0,27.704251108274622,27.29724373448116
26040.0,27.81673486473589,27.40955111623305
26100.0,27.930156289908204,27.522849585082508
26160.0,28.044504516843496,27.637123649922238
26220.0,28.159768640890743,27.752358001673656
26280.0,28.27593771863461,27.868537510993306
26340.0,28.393000767511865,27.985647225111087
26400.0,28.510946766003546,28.103672363969004
26460.0,28.629764654310332,28.222598315813503
26520.0,28.74944333542854,28.342410632377987
26580.0,28.86997167655332,28.46309502377544
26640.0,28.99133851074491,28.58463735320489
26700.0,29.11353263880205,28.70702363156007
26760.0,29.23654283129438,28.83024001201455
26820.0,29.36035783071284,28.954272784644612
26880.0,29.484966353703207,29.079108371139707
26940.0,29.610357093353656,29.204733319640187
27000.0,29.736518721511946,29.331134299733183
27060.0,29.863439891112385,29.458298097629925
27120.0,29.991109238496243,29.586211611541408
27180.0,30.11951538571249,29.714861847263897
27240.0,30.24864694278856,29.84423591398124
27300.0,30.37849250996312,29.974321020287395
27360.0,30.509040679874577,30.105104470429456
27420.0,30.64028003970108,30.23657366076922
27480.0,30.77219917324868,30.36871607645935
27540.0,30.90478666298571,30.501519288328858
27600.0,31.03803109202236,30.63497094997147
27660.0,31.17192104603494,30.769058795029707
27720.0,31.306445115135187,30.903770634666937
27780.0,31.44159189568524,31.039094355219394
27840.0,31.57734999205941,31.17501791601988
27900.0,31.713708018354023,31.311529347384948
27960.0,31.850654600047008,31.448616748757306
28020.0,31.98817837560876,31.586268286995384
28080.0,32.12626799806632,31.724472194802203
28140.0,32.26491213652246,31.8632167692859
28200.0,32.40409947763186,32.00249037064453
28260.0,32.54381872703597,32.14228142096811
28320.0,32.68405861075871,32.2825784031511
28380.0,32.82480787656465,32.42336985990891
28440.0,32.96605529528152,32.56464439289224
28500.0,33.107789662088834,32.70639066189348
28560.0,33.24999979777419,32.848597384139595
28620.0,33.392674549958926,32.99125333366631
28680.0,33.53580279429464,33.13434734076858
28740.0,33.679373435631945,33.27786829152277
28800.0,33.82337540916295,33.42180512737603
28860.0,33.96779768153863,33.56614684479876
28920.0,34.11262925196243,33.71088249499623
28980.0,34.25785915326115,33.856001183675644
29040.0,34.40347645293418,34.00149207086519
29100.0,34.54947025418218,34.14734437078167
29160.0,34.69582969691606,34.29354735174373
29220.0,34.84254395874707,34.44009033612774
29280.0,34.989602255959,34.586962700363415
29340.0,35.13699384446299,34.73415387496678
29400.0,35.28470802073582,34.88165334460779
29460.0,35.43273412274221,35.029450648210464
29520.0,35.58106153084178,35.177535379083146
29580.0,35.72967966868109,35.325897185076926
29640.0,35.87857800407137,35.474525768770185
29700.0,36.027746049852325,35.62341088767737
29760.0,36.17717336474232,35.772542354480265
29820.0,36.32684955417545,35.92191003727998
29880.0,36.47676427112576,36.071503859868145
29940.0,36.62690721691876,36.22131380201568
30000.0,36.77726814203073,36.371329899777756
30060.0,36.92783684687582,36.52154224581349
30120.0,37.07860318258124,36.67194098971909
30180.0,37.22955705175065,36.82251633837316
30240.0,37.38068840921592,36.97325855629297
30300.0,37.53198726277733,37.12415796600045
30360.0,37.68344367393232,37.27520494839699
30420.0,37.83504775859284,37.42638994314569
30480.0,37.9867896877914,37.577703449060344
30540.0,38.13865968837568,37.729136024499915
30600.0,38.29064804369197,37.880678287767765
30660.0,38.44274509425718,38.0323209175146
30720.0,38.59494123841952,38.184054653144315
30780.0,38.74722693300789,38.33587029522187
30840.0,38.89959269396969,38.48775870588248
30900.0,39.05202909699729,38.639710809241144
30960.0,39.20452677814286,38.791717591802055
31020.0,39.35707643442159,38.94377010286687
31080.0,39.50966882440317,39.09585945494135
31140.0,39.66229476879148,39.24797682413959
31200.0,39.81494515099239,39.400113450585295
31260.0,39.96761091766944,39.552260638809315
31320.0,40.12028307928752,39.70440975814302
31380.0,40.27295271064416,39.8565522431068
31440.0,40.42561095138856,40.008679593793154
31500.0,40.57824900652813,40.16078337624394
31560.0,40.7308581469223,40.31285522282106
31620.0,40.88342970976371,40.46488683257023
31680.0,41.0359550990465,40.616869971577366
31740.0,41.18842578602157,40.76879647331697
31800.0,41.3408333096388,40.920658238992196
31860.0,41.49316927697591,41.07244723786617
31920.0,41.64542536365406,41.224155507584044
31980.0,41.79759331423992,41.37577515448547
32040.0,41.94966494263409,41.5272983539071
32100.0,42.10163213244584,41.678717350474756
32160.0,42.25348683735399,41.83002445838485
32220.0,42.40522108145383,41.9812120616748
32280.0,42.55682695959,42.13227261448213
32340.0,42.70829663767515,42.28319864129185
32400.0,42.85962235299441,42.43398273717193
32460.0,43.01079641449544,42.5846175679966
32520.0,43.16181120306409,42.7350958706571
32580.0,43.31265917178549,42.885410453259745
32640.0,43.46333284619057,43.0355541953111
32700.0,43.61382482448787,43.18552004788993
32760.0,43.76412777778066,43.33530103380581
32820.0,43.91423445026919,43.48489024774423
32880.0,44.06413765943822,43.634280856397936
32940.0,44.213830296229474,43.78346609858444
33000.0,44.36330532519938,43.93243928534951
33060.0,44.51255578466164,44.081193800056504
33120.0,44.66157478681501,44.229723098461456
33180.0,44.81035551785591,44.37802070877381
33240.0,44.95889123807619,44.526080231702686
33300.0,45.10717528194576,44.67389534048865
33360.0,45.25520105818028,44.82145978092085
33420.0,45.40296204979393,44.96876737133958
33480.0,45.55045181413706,45.11581200262411
33540.0,45.697663982919096,45.262587638165854
33600.0,45.844592262216416,45.4090883138268
33660.0,45.99123043246548,45.55530813788327
33720.0,46.13757234844111,45.70124129095495
33780.0,46.28361193922008,45.84688202591923
33840.0,46.42934320813004,45.992224667810966
33900.0,46.57476023268385,46.137263613707596
33960.0,46.71985716449949,46.28199333259975
34020.0,46.86462822920544,46.426408365247376
34080.0,47.00906772633192,46.57050332402153
34140.0,47.15317002918785,46.71427289273181
34200.0,47.29692958472371,46.85771182643967
34260.0,47.440340913380574,47.00081495125758
34320.0,47.58339860892517,47.1435771641343
34380.0,47.72609733827141,47.28599343262629
34440.0,47.86843184128824,47.42805879465544
34500.0,48.01039693059425,47.56976835825326
34560.0,48.151987491338886,47.711117301291715
34620.0,48.29319848097076,47.852100871200804
34680.0,48.43402492899296,47.992714384673164
34740.0,48.57446193670567,48.13295322735578
34800.0,48.71450467693626,48.27281285352901
34860.0,48.85414839375702,48.41228878577322
34920.0,48.99338840219073,48.5513766146231
34980.0,49.13222008790428,48.69007199820996
35040.0,49.27063890689052,48.828370661892166
35100.0,49.40864038513858,48.96626839787404
35160.0,49.54622011829288,49.103761064813305
35220.0,49.68337377130094,49.240844587417484
35280.0,49.82009707805041,49.37751495602932
35340.0,49.95638584099532,49.513768226201634
35400.0,50.09223593077198,49.64960051826169
35460.0,50.22764328580463,49.785008016865554
35520.0,50.36260391190114,49.919986970542446
35580.0,50.49711388183896,50.054533691229565
35640.0,50.63116933494162,50.188644553797545
35700.0,50.764766476645946,50.322315995566825
35760.0,50.897901578060335,50.45554451581525
35820.0,51.03057097551424,50.58832667527711
35880.0,51.162771070099225,50.720659095633984
35940.0,51.29449832720171,50.85253845899759
36000.0,51.425749276027794,50.98396150738497
36060.0,51.55652050912036,51.11492504218627
36120.0,51.68680868186868,51.24542592362545
36180.0,51.81661051201085,51.375461070214115
36240.0,51.94592277912925,51.50502745819889
36300.0,52.074742324139336,51.63412212100247
36360.0,52.20306604877205,51.762742148658795
36420.0,52.330890915049984,51.890884687242504
36480.0,52.45821394475771,52.01854693829303
36540.0,52.585032218906456,52.14572615823361
36600.0,52.71134287719339,52.2724196577855
36660.0,52.83714311745579,52.39862480137765
36720.0,52.96243019512035,52.52433900655217
36780.0,53.08720142264787,52.649559743365835
36840.0,53.21145416897365,52.77428453378795
36900.0,53.3351858589437,52.898510951094785
36960.0,53.45839397274719,53.02223661926095
37020.0,53.581076045345256,53.145459212347916
37080.0,53.70322966589651,53.268176453889964
37140.0,53.824852477179405,53.39038611627789
37200.0,53.94594217501182,53.512086020140636
37260.0,54.06649650766799,53.63327403372522
37320.0,54.18651327529305,53.753948072275165
37380.0,54.305990329315534,53.87410609740763
37440.0,54.42492557185791,53.993746116489696
37500.0,54.54331695514547,54.11286618201377
37560.0,54.661162480913845,54.231464390972654
37620.0,54.778460199815214,54.3495388842343
37680.0,54.89520821082362,54.46708784591659
37740.0,55.011404660639485,54.58410950276239
37800.0,55.1270477430936,54.70060212351505
37860.0,55.24213569855073,54.81656401829462
37920.0,55.35666681331318,54.93199353797504
37980.0,55.47063941902437,55.0468890735624
38040.0,55.58405189207272,55.16124905557465
38100.0,55.69690265299602,55.27507195342286
38160.0,55.80919016588648,55.388356274794226
38220.0,55.92091293779661,55.50110056503714
38280.0,56.032069518146216,55.61330340654839
38340.0,56.14265849813057,55.724963418162744
38400.0,56.25267851013002,55.836079254545126
38460.0,56.362128227121175,55.946649605585506
38520.0,56.471006362089874,56.056673195796755
38580.0,56.57931166744604,56.16614878371556
38640.0,56.68704293444064,56.275075161306646
38700.0,56.794198992584896,56.38345115337039
38760.0,56.90077870907186,56.49127561695406
38820.0,57.00678098820055,56.59854744076681
38880.0,57.11220477080282,56.70526554459848
38940.0,57.21704903367294,56.811428878742575
39000.0,57.321312789000295,56.9170364234233
39060.0,57.42499508380505,57.022087188226955
39120.0,57.52809499937714,57.12658021153779
39180.0,57.63061165071854,57.23051455997839
39240.0,57.732544185989056,57.33388932785475
39300.0,57.83389178595566,57.436703636606175
39360.0,57.93465366344555,57.53895663426008
39420.0,58.03482906280303,57.640647494891795
39480.0,58.1344172593502,57.741775418089496
39540.0,58.23341755885184,57.84233962842437
39600.0,58.331829296984175,57.94233937492605
39660.0,58.429651838808,58.04177393056347
39720.0,58.526884578246005,58.14064259173121
39780.0,58.6235269375645,58.238944677741344
39840.0,58.71957836685954,58.336679530321
39900.0,58.8150383435476,58.433846513115526
